steps,return
33,1580.8192166666665
36,1579.4625222222226
39,1581.594944444445
42,1584.1437055555557
45,1581.6851444444446
48,1582.8511555555558
51,1580.6573722222222
54,1580.9834222222223
57,1579.8522944444442
60,1569.1120166666667
63,1567.1346944444444
66,1564.9446666666668
69,1560.4171555555556
