steps,return
30,1143.3076666666664
33,1150.1184833333334
36,1135.9963833333336
39,1148.9737666666667
42,1141.4515666666664
45,1143.9894833333335
48,1123.748616666667
51,1142.01765
54,1125.045133333333
57,1134.6730166666669
60,1125.5704833333339
63,1122.7823166666667
66,1120.7046833333334
69,1127.4271999999999
72,1120.8388666666665
