steps,return
3,1548.4364111111108
6,1586.8908777777779
9,1601.8521944444446
12,1637.9822999999994
15,1645.0454222222224
18,1665.6749444444447
21,1671.0923444444445
24,1667.1938944444448
27,1676.1551277777778
30,1679.753788888889
33,1684.3333111111108
36,1677.2190833333336
39,1693.4207666666664
42,1705.1927222222225
45,1696.3143944444446
48,1707.096627777778
51,1702.702133333333
54,1696.4718222222223
57,1693.5339777777779
